customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5489-WCSHB,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.51,5031.15,No
7478-HUQUP,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.34,666.85,No
9060-EESNK,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.2,4297.88,No
9912-GHGZR,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.23,653.82,No
1527-EKUXW,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,80.18,1255.0,No
1043-PLVXB,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.19,1681.55,Yes
6506-PQMFE,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.18,1413.03,Yes
6762-RMHBK,Male,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.56,2915.48,Yes
2228-RYVYY,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.6,25.65,No
1475-BEDAL,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,87.94,5901.12,No
2812-NNSCB,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.52,6660.94,Yes
9725-DGUXH,Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,61.97,4216.71,No
6925-MGAQL,Male,1,Yes,No,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),74.65,4128.12,No
1925-HVZPF,Female,1,No,No,23,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.46,1529.88,No
7834-YRUJL,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.6,748.88,No
8563-YQCJS,Male,1,No,Yes,9,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.64,581.47,No
5371-ZWLMZ,Female,0,No,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.45,4319.13,No
5742-XCKHT,Female,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.71,4158.91,No
8729-BVMHS,Female,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.77,473.67,Yes
8458-GWBAC,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.28,2176.42,No
7544-YSVSK,Female,1,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,85.38,252.07,Yes
3521-RERRY,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.21,5022.81,No
5806-YQXDV,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.98,699.41,Yes
7346-WTCJN,Female,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.23,4486.93,No
7070-QLUTE,Male,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.27,4233.1,No
9155-NDMLE,Male,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,81.77,5244.56,No
4505-UCHBA,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.57,256.72,No
3876-USRTA,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),67.35,772.5,No
9604-REELU,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.06,97.11,Yes
6081-DEEFX,Male,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.71,1554.09,No
4961-KGBCA,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.11,320.46,Yes
6561-TVCHD,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,71.59,1891.41,No
2580-LXDNJ,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.49,654.42,Yes
9405-XQBXR,Male,1,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,87.1,2043.35,No
8817-QXHAH,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.66,2736.51,Yes
7530-AYKYE,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),90.99,2171.62,No
9987-WMUFV,Male,0,No,Yes,17,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,49.89,790.32,No
8847-LHNAV,Female,0,No,Yes,28,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,57.92,1505.52,Yes
8499-TRCZJ,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.93,4769.25,No
5734-AVUFE,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.34,485.47,No
1610-XUFXM,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.64,6278.79,No
9136-ATWYA,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.74,692.0,Yes
7555-ECPUN,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,81.85,1688.75,Yes
2267-BADBT,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.13,2891.46,Yes
1106-FVYTV,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.35,5431.88,No
4839-QUHCZ,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.04,3566.94,No
9771-WSRYR,Female,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.08,2669.47,Yes
7375-JMFGC,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,69.82,1052.32,No
4944-CYSQC,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.29,1764.3,No
3564-CHZKR,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.96,1271.07,No
3876-UDCLH,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,91.23,357.25,Yes
3013-XMUQJ,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.52,2813.29,No
7574-RKKFY,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.75,1809.44,No
1611-QGQFP,Male,1,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,72.37,2567.77,No
6920-NGHXG,Male,0,No,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.42,2059.51,No
5493-KANFV,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.43,2030.4,Yes
5284-PDAMJ,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),83.56,161.43,No
3795-KLCZZ,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.18,1709.64,No
3170-UJUDD,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.44,1595.47,No
5101-PGALR,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.5,428.5,Yes
6387-CRQJR,Male,1,No,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.47,1451.64,Yes
8799-NHGJU,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.88,1209.67,No
5415-HZAUZ,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.25,4403.32,No
7384-XKRVC,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,84.09,490.25,No
6250-ZZSZM,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.98,3867.96,No
7189-YSNHP,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.36,1371.95,No
7083-BFXQM,Female,1,Yes,No,35,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.93,2031.96,No
5701-KXUPJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,76.53,215.65,Yes
4192-AFYGA,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.88,81.35,Yes
7871-TWWVB,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,82.15,840.61,No
9766-UMENC,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,91.15,5831.39,No
4648-WSNUC,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,101.6,3244.62,No
7672-ABDPY,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,90.32,854.92,Yes
8462-CQAZH,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.37,6343.81,Yes
1347-ZVHCM,Male,0,No,No,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.97,2734.43,Yes
1282-GRJEQ,Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,95.9,955.46,Yes
3157-JVCYH,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.96,3288.58,No
1650-NSPHW,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.08,701.17,No
3231-ZCEPK,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.69,116.18,No
7986-JZYCJ,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.92,261.62,No
6778-XPUMT,Male,1,No,No,39,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),64.36,2309.77,No
4565-JJMXJ,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.12,3252.74,No
9354-BTBSP,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.49,7017.41,No
2710-TLJGA,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,53.24,2687.82,No
1281-PHZGX,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.21,5847.7,No
8951-TPLCF,Female,1,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.27,1860.47,Yes
2248-ZEDXD,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),93.89,908.68,Yes
8391-KDQQE,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),81.56,613.19,No
6238-WPMNC,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,90.62,1023.5,Yes
2884-CGMAJ,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,87.73,4549.94,No
3887-TYKSV,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.16,903.87,Yes
7427-VKHMW,Male,0,No,Yes,31,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.32,2699.59,Yes
1972-ZUHWS,Female,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.32,4137.98,Yes
1772-XPTDP,Male,0,Yes,No,67,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,61.62,3960.2,No
2485-LHXQK,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.31,680.18,No
7289-AKWDH,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),85.03,1063.82,Yes
4167-HLXEA,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),80.29,298.76,Yes
8072-XKJQE,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.09,715.13,No
9152-SFMUA,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.03,660.96,No
7261-MVCVA,Female,0,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,76.45,1646.87,No
4397-RZHHQ,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),86.3,6030.78,No
6116-BHPKL,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,74.49,2284.27,No
2129-VGLMD,Female,0,No,No,22,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),44.42,913.13,No
3942-DEPMG,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.32,2801.94,No
2576-YENSH,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.87,4308.29,No
9069-KRLUH,Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.72,1984.7,Yes
8697-SUQZN,Male,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,88.83,829.89,No
6547-YABEY,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.39,1585.68,Yes
7196-BDNQY,Female,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),58.52,2558.1,No
3542-BJXDC,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.66,560.5,No
5354-NRZPR,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.44,2577.99,Yes
8414-ETNMS,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,69.73,1553.47,No
4215-KYPRP,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,91.49,5890.67,No
9506-DKMME,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.74,2137.21,No
4179-EWPHH,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.61,2826.67,No
4670-LKCYB,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.92,5381.31,Yes
5365-HPNRQ,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),62.27,491.03,No
6524-SWLHK,Male,0,No,No,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.99,2720.24,No
2364-UNPZH,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.56,734.08,No
2970-LQMVW,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,79.97,4366.11,No
5427-FUYQQ,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.99, ,Yes
3847-HYAGS,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.81,818.51,Yes
5066-BXNLR,Female,1,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),88.23,1465.5,Yes
7856-DLVNN,Male,0,No,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.12,2388.73,No
8412-FSEWJ,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.15,6176.05,Yes
4628-LGMXF,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.74,4750.13,No
3122-NBNNF,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.07,3176.41,Yes
6506-KBHEL,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,76.08, ,Yes
1252-QXVHV,Female,0,Yes,Yes,63,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.25,2741.54,No
9586-XYFYM,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,80.98,3201.4,No
8263-UBJVK,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.94,28.41,Yes
2294-NXMKU,Male,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.6,1197.07,Yes
4078-GZLLL,Male,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.42,4537.62,No
7540-GCMUK,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.99,4273.35,No
9959-VKGGG,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),86.36,5327.5,No
4503-CCFPN,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,5510.16,Yes
3447-WCNZC,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.72,1465.47,No
4156-PBXCL,Male,1,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.57,3203.4,Yes
8126-FACYR,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,85.03,634.69,Yes
7028-KZAXV,Female,1,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.09,2375.38,No
7317-DHYMN,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.33,1387.31,No
6561-JEYQD,Male,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,66.62,3856.3,No
6848-ECRSY,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.87,1619.82,No
6280-BKMXG,Female,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.59,286.76,No
9510-CVVYU,Male,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.6,808.95,Yes
7875-RZDNY,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.32,5652.96,No
3063-FGVAP,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.24,3903.81,No
3972-XZUWM,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.4,2425.45,No
3118-QCGUT,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.28,5650.17,Yes
7770-UYWSB,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.31,1473.6,No
1685-TZQZQ,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),93.09,1259.84,Yes
3176-ABBVY,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),68.98,2466.4,No
5798-EEXQF,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.02,2576.12,Yes
2697-TLVYQ,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),91.05,5049.52,No
