gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.46,4736.32,No
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.08,1419.28,Yes
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.99,4565.28,No
Male,0,No,No,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.61,3120.2,No
Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.12,2833.49,No
Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.94,860.52,Yes
Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,94.99,2561.37,No
Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.92,769.84,No
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.09,3834.54,No
Female,0,No,No,21,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,54.03,1084.53,No
Male,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),59.55,3928.55,No
Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.5,371.01,No
Female,0,Yes,No,67,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.07,3134.67,Yes
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.52,5423.16,No
Female,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),90.79,3826.88,No
Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,87.23,567.86,No
Female,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.34,4276.51,No
Male,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,58.06,3542.11,No
Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.83,1732.32,No
Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),70.44,2273.67,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),80.76,2687.16,No
Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.65,768.03,Yes
Female,1,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),63.89,919.08,No
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.46,4184.82,Yes
Male,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.84,4798.35,No
Female,1,No,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.87,1215.44,Yes
Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.3,5633.81,No
Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,69.67,396.36,No
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,93.08,349.81,Yes
Male,1,Yes,No,65,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.89,4983.06,No
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),81.84,622.84,No
Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),99.97,2917.79,No
Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.86,4899.82,No
Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,70.04,1743.11,No
Female,0,No,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),76.59,1488.32,No
Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,63.71,121.14,No
Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.98,1233.08,No
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.13,1990.45,No
Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.75,556.33,Yes
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.9,2734.56,Yes
Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.76,984.04,No
Female,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,77.42,4590.37,No
Female,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,91.33,4614.86,No
Male,0,No,No,71,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,66.94,4459.26,No
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,60.57,4168.17,No
Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.27,1684.97,No
Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.97,2975.86,No
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.26,1063.69,No
Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.12,220.28,No
Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.94,162.38,Yes
Female,1,No,No,17,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.4,1144.61,Yes
Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,74.68,4612.45,No
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,96.83,1370.83,No
Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,56.81,333.81,No
Male,0,No,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,67.24,4485.86,No
Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.27,2767.79,No
Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.69,2352.15,No
Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.35,625.99,Yes
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),95.01,6171.17,No
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.47,658.78,Yes
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,85.0,5109.9,No
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,83.27,5837.93,No
Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.61,695.53,No
Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.82,1011.96,No
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,55.19,54.88,No
Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,85.6,4845.37,No
Male,0,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,60.46,4113.1,No
Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.69,472.42,No
Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.95,0.0,Yes
Female,0,No,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,75.89,227.49,No
Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.89,1828.26,No
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.76,1108.45,No
Female,1,No,No,30,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.05,2368.78,Yes
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),96.47,2148.97,No
Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,76.85,1497.53,No
Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,638.0,Yes
Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,93.24,2661.38,Yes
Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.19,5194.71,Yes
Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.92,561.65,No
Male,0,Yes,Yes,58,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.44,3145.79,No
Female,1,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.43,3350.81,No
Female,1,No,No,58,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.03,3781.07,No
Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),93.76,3604.0,No
Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.47,2442.72,No
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.96,366.18,Yes
Female,1,No,No,20,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,56.61,1109.6,No
Male,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.55,2146.87,Yes
Male,1,No,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.56,1308.66,No
Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),84.19,2439.34,No
Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.85,1460.11,No
Female,0,Yes,No,67,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),74.29,4730.42,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),88.56,3938.58,No
Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.57,1593.5,No
Female,0,No,Yes,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,77.6,4851.22,No
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.07,4457.52,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),82.53,487.28,No
Male,1,No,Yes,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.71,4230.4,No
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.47,2676.51,Yes
Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,57.09,1426.35,No
Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,95.09,2725.46,No
Male,0,Yes,No,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.79,490.92,Yes
Female,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.03,3585.18,Yes
Male,1,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,89.79,258.9,No
Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),92.88,4674.32,Yes
Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.3,3837.43,Yes
Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.6,2908.2,No
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.72,770.42,No
Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.4,4127.05,No
Male,1,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,88.88,5198.52,No
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),80.77,454.37,No
Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.19,794.98,No
Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.47,1789.14,No
Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.29,0.0,Yes
Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.88,0.0,Yes
Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.75,1088.1,No
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.47,1431.7,Yes
Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.65,2227.43,No
Female,1,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.39,1631.88,Yes
Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.43,1852.62,No
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.41,5934.71,No
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.11,5548.85,Yes
Male,1,No,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.78,414.3,No
Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),91.82,4146.95,No
Female,0,Yes,No,45,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),44.52,1881.76,No
Female,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.26,661.66,No
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.47,2343.67,No
Female,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.26,3963.02,No
Female,1,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.77,6217.38,Yes
Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.53,1565.79,No
Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.05,6607.29,No
Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.92,5223.33,Yes
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.86,89.85,No
Male,0,No,Yes,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.37,1094.81,No
Male,0,No,No,32,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.68,2005.97,No
Male,0,Yes,No,48,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.78,3569.86,No
Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.38,1030.76,No
Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,90.6,2609.89,No
Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,378.51,No
Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,101.78,681.7,Yes
Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.3,2421.62,Yes
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.74,4096.98,Yes
Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.92,790.27,No
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,98.43,2626.86,No
Male,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,77.61,2696.96,No
Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,98.19,4260.18,Yes
Female,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),66.68,3440.71,No
Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.68,3064.45,Yes
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.84,557.8,Yes
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.4,96.52,No
Male,0,No,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.51,1419.34,Yes
Male,1,Yes,Yes,14,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.22,1110.49,No
Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.94,2060.67,No
Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,73.7,3571.83,No
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.78,427.94,Yes
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),73.24,2406.82,Yes
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.87,1122.38,Yes
Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.17,1826.26,No
Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.61,2411.79,No
Female,0,Yes,Yes,0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.56,0.0,No
Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.5,2902.63,No
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.04,1792.73,Yes
Male,1,Yes,No,54,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,62.25,3174.99,No
Male,0,No,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.06,2859.27,No
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.36,786.42,No
Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.71,4497.75,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,77.48,72.03,No
Male,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.02,2703.72,Yes
